id_val,Timestamp,Manual Mode active,Automatic Mode active,Docking Mode active,PLC fault active,PLC warning Active,PLC diagnostic message active,LED Active,LEG RGB - External control active,LED RGB Strip 1 left - R,LED RGB Strip 2 right - R,LED RGB Strip 1 left - G,LED RGB Strip 2 right - G,LED RGB Strip 1 left - B,LED RGB Strip 2 right - B,LED status - active mode,Front trolley sensor active,Rear trolley sensor active,Resource sensor active,Weight statuses - front left strain gauge weight,Weight statuses - front right strain gauge weight,Weight statuses - rear left strain gauge weight,Weight statuses - rear right strain gauge weight,ActualSpeed_L,ActualSpeed_R,Momentary frequency of left encoder pulses,Momentary frequency of right encoder pulses,Cumulative distance left,Cumulative distance right,Momentary current consuption,Battery cell voltage,Momentary power consumption,Momentary energy consumption,Cumulative energy consumption,SOC - State Of Charge,Natural Navigation status,Position initialize status,Error status,On route status,Natural Navigation state,X-coordinate,Y-coordinate,Heading,Level,Position confidence,Speed,Going to ID,Target reached,Current segment,,
434,2022-11-24 07:54:32.844603,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.0,FALSE,FALSE,FALSE,0.0,100.0,0.0,100.0,-232.0,-210.0,-19955.0,-32464.0,82.0,76.0,7160.0,49430.0,354.0,1424.0,109.0,97.0,TRUE,TRUE,FALSE,TRUE,3.0,38.532501220703125,25.070295333862305,-3.1383867263793945,0.0,100.0,-0.2989736795425415,1.0,0.0,4.0,,
436,2022-11-24 07:54:33.905692,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.0,FALSE,FALSE,FALSE,0.0,100.0,0.0,100.0,-228.0,-247.0,29586.0,17112.0,82.0,77.0,7160.0,49430.0,354.0,1424.0,109.0,97.0,TRUE,TRUE,FALSE,TRUE,3.0,38.85359573364258,25.07086753845215,-3.1396379470825195,0.0,100.0,-0.29255884885787964,1.0,0.0,4.0,,
438,2022-11-24 07:54:36.023716,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.0,FALSE,FALSE,FALSE,0.0,100.0,0.0,100.0,-228.0,-243.0,-3023.0,-15525.0,83.0,77.0,7160.0,49430.0,354.0,1443.0,109.0,97.0,TRUE,TRUE,FALSE,TRUE,3.0,39.465946197509766,25.074613571166992,-3.1411197185516357,0.0,100.0,-0.30218347907066345,1.0,0.0,4.0,,
440,2022-11-24 07:54:38.130956,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,FALSE,FALSE,FALSE,0.0,100.0,0.0,100.0,-231.0,-232.0,29934.0,17362.0,83.0,78.0,7160.0,49430.0,354.0,1443.0,109.0,97.0,TRUE,TRUE,FALSE,TRUE,3.0,40.111473083496094,25.070459365844727,3.1401209831237793,0.0,100.0,-0.30410951375961304,1.0,0.0,4.0,,
442,2022-11-24 07:54:40.192456,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0,FALSE,FALSE,FALSE,0.0,100.0,0.0,100.0,-232.0,-209.0,13894.0,1601.0,84.0,78.0,7160.0,49430.0,354.0,1443.0,109.0,97.0,TRUE,TRUE,FALSE,TRUE,3.0,40.41814422607422,25.071950912475586,-3.133284568786621,0.0,100.0,-0.292561799287796,1.0,0.0,4.0,,
